# Constructed from biom file
#OTU ID	M.T1.R1.S1	M.T1.R1.S2	M.T1.R1.S3	M.T1.R2.S1	M.T1.R2.S2	M.T1.R2.S3	M.T1.R3.S1	M.T1.R3.S2	M.T1.R3.S3	M.T1.R4.S1	M.T1.R4.S2	M.T1.R4.S3	M.T2.R1.S1	M.T2.R1.S2	M.T2.R1.S3	M.T2.R2.S1	M.T2.R2.S2	M.T2.R2.S3	M.T2.R3.S1	M.T2.R3.S2	M.T2.R3.S3	M.T2.R4.S1	M.T2.R4.S2	M.T2.R4.S3	M.T3.R1.S1	M.T3.R1.S2	M.T3.R1.S3	M.T3.R2.S1	M.T3.R2.S2	M.T3.R2.S3	M.T3.R3.S1	M.T3.R3.S2	M.T3.R3.S3	M.T3.R4.S1	M.T3.R4.S2	M.T3.R4.S3	M.T4.R1.S1	M.T4.R1.S2	M.T4.R1.S3	M.T4.R2.S1	M.T4.R2.S2	M.T4.R2.S3	M.T4.R3.S1	M.T4.R3.S2	M.T4.R3.S3	M.T4.R4.S1	M.T4.R4.S2	M.T4.R4.S3
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Kazania;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Collierbacteria;D_4__groundwater metagenome;D_5__groundwater metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Collierbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Collierbacteria;__;__	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Levybacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Levybacteria;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Levybacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Pacebacteria;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Pacebacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	3.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Pacebacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Roizmanbacteria;D_4__Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_42_14;D_5__Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_42_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Woesebacteria;D_4__groundwater metagenome;D_5__groundwater metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Woesebacteria;D_4__uncultured Microgenomates group bacterium;D_5__uncultured Microgenomates group bacterium	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Woesebacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	1.0	4.0	0.0	0.0	0.0	8.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	6.0	9.0	0.0	1.0	0.0	5.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0	5.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Woesebacteria;__;__	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;__;__;__	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Jorgensenbacteria;D_4__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9;D_5__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__Candidatus Kaiserbacteria bacterium RIFOXYB1_FULL_46_14;D_5__Candidatus Kaiserbacteria bacterium RIFOXYB1_FULL_46_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__metagenome;D_5__metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__uncultured Parcubacteria group bacterium;D_5__uncultured Parcubacteria group bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	7.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;__;__	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Nomurabacteria;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Yanofskybacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Zambryskibacteria;D_4__Parcubacteria group bacterium GW2011_GWA2_40_14;D_5__Parcubacteria group bacterium GW2011_GWA2_40_14	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	8.0	2.0	6.0	1.0	5.0	5.0	16.0	6.0	4.0	3.0	6.0	6.0	10.0	0.0	0.0	0.0	7.0	0.0	4.0	17.0	7.0	7.0	6.0	9.0	0.0	8.0	0.0	3.0	4.0	0.0	4.0	8.0	4.0	0.0	10.0	12.0	0.0	6.0	27.0	11.0	7.0	0.0	15.0	0.0	0.0	0.0	3.0	6.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;__;__;__	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__Saccharimonadaceae;D_5__Candidatus Saccharibacteria bacterium RAAC3_TM7_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__Saccharimonadaceae;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__bacterium LWQ8;D_5__bacterium LWQ8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__candidate division TM7 bacterium LY2;D_5__candidate division TM7 bacterium LY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__metal-contaminated soil clone K20-27;D_5__metal-contaminated soil clone K20-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__soil bacterium WF55;D_5__soil bacterium WF55	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured Candidatus Saccharibacteria bacterium;D_5__uncultured Candidatus Saccharibacteria bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured Sphingobium sp.;D_5__uncultured Sphingobium sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured bacterium SBR1071;D_5__uncultured bacterium SBR1071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured bacterium SBR2113;D_5__uncultured bacterium SBR2113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	4.0	0.0	3.0	1.0	0.0	2.0	11.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium	0.0	0.0	0.0	2.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	8.0
D_0__Bacteria;D_1__Patescibacteria;D_2__Saccharimonadia;D_3__Saccharimonadales;__;__	31.0	12.0	35.0	60.0	31.0	21.0	33.0	26.0	6.0	28.0	14.0	38.0	14.0	20.0	6.0	21.0	9.0	26.0	15.0	43.0	19.0	19.0	45.0	12.0	22.0	14.0	37.0	11.0	19.0	10.0	8.0	3.0	27.0	33.0	31.0	19.0	0.0	22.0	57.0	3.0	5.0	26.0	28.0	43.0	30.0	39.0	56.0	18.0
D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria);D_3__uncultured alpha proteobacterium;D_4__uncultured alpha proteobacterium;D_5__uncultured alpha proteobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria);D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	3.0	0.0	0.0	0.0	3.0	2.0	3.0	1.0	0.0	0.0	7.0	0.0	7.0	0.0	4.0	2.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	1.0	12.0	0.0	2.0	13.0	27.0	5.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	2.0	1.0	9.0	5.0	0.0	5.0	2.0	6.0	3.0	22.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria);D_3__uncultured prokaryote;D_4__uncultured prokaryote;D_5__uncultured prokaryote	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__WS6 (Dojkabacteria);__;__;__	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__WWE3;D_3__Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_12_FULL_50_11;D_4__Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_12_FULL_50_11;D_5__Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_12_FULL_50_11	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__WWE3;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__WWE3;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
D_0__Bacteria;D_1__Patescibacteria;D_2__uncultured;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
