# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,M.T1.R1.S1.16S.S50,M.T1.R1.S2.16S.S62,M.T1.R1.S3.16S.S74,M.T1.R2.S1.16S.S86,M.T1.R2.S2.16S.S3,M.T1.R2.S3.16S.S15,M.T1.R3.S1.16S.S27,M.T1.R3.S2.16S.S39,M.T1.R3.S3.16S.S51,M.T1.R4.S1.16S.S63,M.T1.R4.S2.16S.S75,M.T1.R4.S3.16S.S87,M.T2.R1.S1.16S.S53,M.T2.R1.S2.16S.S65,M.T2.R1.S3.16S.S77,M.T2.R2.S1.16S.S89,M.T2.R2.S2.16S.S6,M.T2.R2.S3.16S.S18,M.T2.R3.S1.16S.S30,M.T2.R3.S2.16S.S42,M.T2.R3.S3.16S.S54,M.T2.R4.S1.16S.S66,M.T2.R4.S2.16S.S78,M.T2.R4.S3.16S.S90,M.T3.R1.S1.16S.S56,M.T3.R1.S2.16S.S68,M.T3.R1.S3.16S.S80,M.T3.R2.S1.16S.S92,M.T3.R2.S2.16S.S9,M.T3.R2.S3.16S.S21,M.T3.R3.S1.16S.S33,M.T3.R3.S2.16S.S45,M.T3.R3.S3.16S.S57,M.T3.R4.S1.16S.S69,M.T3.R4.S2.16S.S81,M.T3.R4.S3.16S.S93,M.T4.R1.S1.16S.S59,M.T4.R1.S2.16S.S71,M.T4.R1.S3.16S.S83,M.T4.R2.S1.16S.S95,M.T4.R2.S2.16S.S12,M.T4.R2.S3.16S.S24,M.T4.R3.S1.16S.S36,M.T4.R3.S2.16S.S48,M.T4.R3.S3.16S.S60,M.T4.R4.S1.16S.S72,M.T4.R4.S2.16S.S193,M.T4.R4.S3.16S.S203,U.T1.R1.S1.16S.S1,U.T1.R1.S2.16S.S13,U.T1.R1.S3.16S.S25,U.T1.R2.S1.16S.S37,U.T1.R2.S2.16S.S49,U.T1.R2.S3.16S.S61,U.T1.R3.S1.16S.S73,U.T1.R3.S2.16S.S85,U.T1.R3.S3.16S.S2,U.T1.R4.S1.16S.S14,U.T1.R4.S2.16S.S26,U.T1.R4.S3.16S.S38,U.T2.R1.S1.16S.S4,U.T2.R1.S2.16S.S16,U.T2.R1.S3.16S.S28,U.T2.R2.S1.16S.S40,U.T2.R2.S2.16S.S52,U.T2.R2.S3.16S.S64,U.T2.R3.S1.16S.S76,U.T2.R3.S2.16S.S88,U.T2.R3.S3.16S.S5,U.T2.R4.S1.16S.S17,U.T2.R4.S2.16S.S29,U.T2.R4.S3.16S.S41,U.T3.R1.S1.16S.S7,U.T3.R1.S2.16S.S19,U.T3.R1.S3.16S.S31,U.T3.R2.S1.16S.S43,U.T3.R2.S2.16S.S55,U.T3.R2.S3.16S.S67,U.T3.R3.S1.16S.S79,U.T3.R3.S2.16S.S91,U.T3.R3.S3.16S.S8,U.T3.R4.S1.16S.S20,U.T3.R4.S2.16S.S32,U.T3.R4.S3.16S.S44,U.T4.R1.S1.16S.S10,U.T4.R1.S2.16S.S22,U.T4.R1.S3.16S.S34,U.T4.R2.S1.16S.S46,U.T4.R2.S2.16S.S58,U.T4.R2.S3.16S.S70,U.T4.R3.S1.16S.S82,U.T4.R3.S2.16S.S94,U.T4.R3.S3.16S.S11,U.T4.R4.S1.16S.S23,U.T4.R4.S2.16S.S35,U.T4.R4.S3.16S.S47
Unassigned;Other;Other;Other;Other;Other;Other,0.006363531,0.005759705,0.004341534,0.003933026,0.004238259,0.006036932,0.005736138,0.00538929,0.006653438,0.004843173,0.00388673,0.006088623,0.005598477,0.006553984,0.006456729,0.004388926,0.009527212,0.004830918,0.004381414,0.00714626,0.006550474,0.006704178,0.005678592,0.006308786,0.004901961,0.004959263,0.006751345,0.005850585,0.005903461,0.006942034,0.005294582,0.005456868,0.00647433,0.006151743,0.007101792,0.006510565,0.004068256,0.006508876,0.006620249,0.005032772,0.005924721,0.007106479,0.005894591,0.005103858,0.007010688,0.008368708,0.002866277,0.004799107,0.008522727,0.004267266,0.00552868,0.006026889,0.004159926,0.006472492,0.006139763,0.004843979,0.008230453,0.006860465,0.006057835,0.005231434,0.005420954,0.005425372,0.006181164,0.007628373,0.005143445,0.008074605,0.006651147,0.004670236,0.008527572,0.005397956,0.002661639,0.004688393,0.008095293,0.008768811,0.008154359,0.007123672,0.006954737,0.00736394,0.006037567,0.006334216,0.004124656,0.006759853,0.006539764,0.007874928,0.007283835,0.007435808,0.005309326,0.007326007,0.005145798,0.005924033,0.008190195,0.006497948,0.008940125,0.006695361,0.006601438,0.003541913
k__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__,0.000347102,0.000460776,0,0,0.000114548,0,0,0.000114666,0.000233454,0,0.000444198,0,0,0,0,0.000112537,0.000595451,0,0.000461201,0.000119104,0.000116973,0,0,0.000458821,0.000227998,0.001653088,0.000343289,0,0,0,0,0,0,0.000113921,0,0.00011422,0.000226014,0.000591716,0.000456569,0,0,0.000118441,0.001040222,0.000356083,0.000229859,0.001334142,0.000661449,0.002566964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230335,0.000114574,0,0,0,0,0,0,0,0,0,0.000113753,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__;g__;s__,0,0.000115194,0.000111321,0.000112372,0.000114548,0,0,0,0,0.000115314,0,0,0.000335909,0.000229964,0,0.000112537,0.00011909,0.000235655,0.000345901,0,0.000116973,0.000239435,0.000113572,0.000344116,0.000227998,0,0.00011443,0,0.000347262,0,0.000225301,0.000232207,0.000113585,0.000113921,0.000225454,0,0.000339021,0.000118343,0,0.000234082,0.000232342,0,0,0.000118694,0,0.000242571,0,0.000892857,0.000118371,0,0,0,0,0,0.000223264,0,0,0,0.000114299,0.000113727,0,0.000461734,0.000112385,0,0.000457195,0,0,0.000341725,0.000113701,0.00011485,0.000221803,0.000228702,0,0,0.0002297,0.000233563,0.000228024,0,0.000223614,0.000115168,0,0,0,0.000115808,0,0.000116185,0,0,0.000114351,0,0,0.000227998,0.000117633,0.00023912,0.000235766,0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__;g__;s__,0,0.000345582,0.000445286,0.000224744,0.000114548,0.000118371,0,0.000114666,0.000116727,0,0,0,0,0.000114982,0.000226552,0.000112537,0.00011909,0.000235655,0.0001153,0,0.000467891,0.000119717,0.000340716,0,0.000341997,0.000590388,0.00011443,0,0,0,0.000112651,0,0.000227169,0.000113921,0,0.000228441,0.000113007,0.000236686,0.000228284,0.000117041,0,0.000236883,0.00023116,0.000118694,0.000229859,0.000121286,0,0.000334821,0,0,0,0,0.000115554,0,0.000111632,0,0.000117578,0.000116279,0,0.000113727,0.000442527,0.000230867,0,0.000113856,0,0,0,0.000341725,0.000341103,0.0002297,0.000221803,0,0.000346941,0.000118497,0.00011485,0.000116782,0,0,0.000111807,0.000115168,0,0.000229148,0.000233563,0.000115808,0,0,0.00011542,0.000228938,0.000457404,0.000232315,0.000113753,0,0,0.00011956,0,0.000354191
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;Other;Other;Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113753,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__;g__;s__,0,0,0,0,0,0.000118371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119717,0,0,0,0,0,0,0,0,0,0.000116104,0,0,0.000112727,0,0,0,0,0,0,0,0,0.000118694,0.000114929,0,0,0,0.000118371,0,0,0,0,0.00011558,0,0,0.000117578,0,0.000114299,0,0,0.000115433,0,0.000113856,0,0,0.000221705,0,0,0,0,0,0.000115647,0,0,0,0,0.000115062,0,0,0,0,0,0.000115808,0,0.000116185,0.00011542,0,0,0,0,0.000113999,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae;Other;Other,0.000115701,0,0,0,0,0.000236742,0,0,0,0,0,0,0,0,0,0,0,0,0.0001153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115181,0,0,0,0,0,0,0,0,0.000113727,0,0,0,0,0.000114299,0,0,0.000113908,0,0,0.000221803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae;g__;s__,0,0,0,0.000112372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae;g__Chlamydomonas;s__reinhardtii,0,0,0,0,0,0.000118371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__;g__;s__,0.001157006,0.000806359,0.000111321,0.000561861,0.000114548,0.000591856,0.000112473,0,0.000350181,0.000691882,0.001221544,0.000338257,0.000335909,0.000574911,0.000792932,0.000675219,0.000952721,0.000824791,0.000576502,0.000714626,0.000350918,0.000598587,0.001022147,0.00022941,0.000911993,0.000944622,0.001258725,0.000337534,0.000463017,0.000231401,0.000563253,0.000232207,0.000340754,0.000911369,0.000338181,0.000571102,0.000226014,0.000946746,0.000342427,0.000351124,0.000348513,0.000473765,0.000693481,0,0.000229859,0.001212856,0.000330724,0.003459821,0.001183712,0.000336889,0.000575904,0,0.000346661,0.000809061,0.000669792,0.000450603,0.000705467,0.000581395,0.000457195,0.00034118,0,0.000577167,0.000337154,0.000569282,0.000342896,0.000454907,0.000332557,0.000569541,0.000795907,0.00034455,0.000221803,0.000571755,0.000462588,0.00047399,0.0004594,0.001868504,0.000684073,0.001035554,0.000670841,0.001151676,0.00091659,0.000458295,0.000467126,0.000231616,0.000587406,0.000580923,0.00034626,0.000228938,0.000457404,0.00046463,0.000341258,0.000341997,0.000823433,0.00023912,0.000589414,0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__;s__,0.000115701,0.000230388,0.000222643,0.0537139,0,0.000236742,0,0.000343997,0.000116727,0.000691882,0.000222099,0.000225505,0,0,0.000453104,0.00033761,0.00035727,0.000706964,0,0.000119104,0,0,0.000681431,0.000114705,0,0,0.000228859,0.000112511,0,0.000115701,0,0.000580518,0.000567924,0,0.000225454,0.00011422,0,0,0,0,0,0,0,0,0.000114929,0.000121286,0,0.000446429,0.000118371,0.000112296,0.000115181,0.000347705,0,0,0,0,0,0,0,0,0.000331895,0.001500635,0.000112385,0,0.000342896,0,0.000332557,0.000227816,0.000568505,0,0,0.002858776,0,0.000118497,0,0.000233563,0.000114012,0.000575308,0.000223614,0.000691005,0.000114574,0.000229148,0.000233563,0.000115808,0.000117481,0.000116185,0.00011542,0,0,0,0.000455011,0.000113999,0.000117633,0.00011956,0.000235766,0
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__;s__,0.000462802,0.000230388,0.000556607,0.000898977,0.00045819,0.001065341,0.00067484,0.000573329,0.000700362,0.001153137,0.000333148,0.000338257,0.000335909,0.000459929,0.000906208,0.000225073,0.000476361,0.001885236,0.000576502,0.000238209,0.000584864,0.000838022,0.000567859,0.000573526,0.000455996,0.000826544,0.000228859,0.000225023,0,0.000231401,0.000450603,0.000116104,0.000567924,0.000227842,0.000789088,0.000799543,0.000565036,0.000591716,0.000456569,0.000234082,0.000116171,0.000592207,0.000577901,0.000593472,0.000344788,0.000727714,0.000661449,0.000892857,0.000473485,0,0,0.000115902,0.000808875,0.00023116,0.000223264,0.000337952,0.000235156,0.000348837,0.000571494,0.000568634,0,0.000692601,0.000449539,0.000569282,0.000342896,0.000113727,0.00044341,0.000569541,0.000909608,0.000689101,0,0.000114351,0.000462588,0.000592487,0.000918801,0.000350345,0.000228024,0.000920492,0.000670841,0.000345503,0.000572869,0.000458295,0.000350345,0.000347423,0.000469925,0.000580923,0.000461681,0.000915751,0.000343053,0.000813103,0.000455011,0.000569995,0.0003529,0.0005978,0.000117883,0.000236128
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__Nostocaceae;g__;s__,0.000347102,0.000345582,0.000111321,0,0.000572738,0,0,0,0,0,0.000222099,0,0,0,0,0,0.00023818,0,0,0,0.000233945,0,0,0,0,0,0.000228859,0,0,0,0,0,0,0,0,0,0.000113007,0.000118343,0.000114142,0,0.000232342,0,0.00023116,0.000356083,0.000229859,0,0,0.000892857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Xenococcaceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;Other;Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Microcoleus;s__,0.000115701,0,0,0,0,0,0.000224947,0.000229331,0.000116727,0.000115314,0.000222099,0,0,0,0,0,0,0,0,0,0,0,0.000227144,0,0,0.000236155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Phormidium;s__,0,0,0,0,0,0,0,0,0,0.000115314,0.000333148,0,0,0,0,0,0,0,0,0.000119104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113921,0,0,0,0.00035503,0,0,0.00232342,0.000118441,0.000462321,0.000118694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000569282,0,0.000113727,0,0,0,0.00011485,0,0,0,0.000236995,0,0,0.000342036,0,0.000111807,0.001036508,0.000229148,0,0,0,0.000117481,0,0,0,0,0,0.000113753,0.000341997,0.000117633,0.00011956,0.000471531,0.000118064
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113921,0,0,0,0,0,0,0,0,0.00011558,0,0,0,0,0,0.000118371,0,0.000230362,0,0,0,0,0,0,0,0.000114299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113999,0,0,0,0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Leptolyngbya;s__,0.000462802,0.000115194,0,0,0.000114548,0.000236742,0.000449893,0.000114666,0.000116727,0.000345941,0,0,0,0,0,0,0.00023818,0,0.000345901,0,0.000116973,0,0.000340716,0,0,0.000236155,0,0,0,0,0,0,0,0.000113921,0,0.000228441,0,0.00035503,0,0,0.000116171,0.000118441,0.000462321,0.000118694,0,0.000970285,0,0,0,0,0,0,0,0.00023116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Elusimicrobia;c__;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0.00011197,0.000114982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111632,0,0,0,0,0,0,0,0.00022477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__;g__;s__,0.000347102,0.000115194,0.000222643,0.000112372,0.000572738,0,0.000449893,0,0,0,0.000333148,0.000112752,0.000559848,0.000114982,0.000453104,0.000900293,0,0.000235655,0.000345901,0,0.000467891,0.000239435,0.000567859,0.000114705,0.000113999,0.000118078,0,0.000225023,0.000115754,0.000578503,0.000337952,0.000464414,0,0.000227842,0.000225454,0.00011422,0.000113007,0.000118343,0.000114142,0.000234082,0.000348513,0.000473765,0,0.000118694,0.000114929,0,0,0.000334821,0,0.000112296,0.000345543,0.000231803,0.000346661,0,0.000111632,0.000337952,0,0.000232558,0.000114299,0.000113727,0.00066379,0.0003463,0.000112385,0.000455425,0.000342896,0.000113727,0.00044341,0,0.000227402,0.0002297,0,0,0.000115647,0.000355492,0.00034455,0.000233563,0.000114012,0.000115062,0.000223614,0.00046067,0.000229148,0.000458295,0.000467126,0.000231616,0.000234962,0.000232369,0.00023084,0.000572344,0.000800457,0.000696945,0.000227505,0.000113999,0.000235266,0.00035868,0.000117883,0.000354191
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__;g__;s__,0.000694203,0.000575971,0.000333964,0.000449489,0.000229095,0.000355114,0.00033742,0.00080266,0.000350181,0.000807196,0.000666297,0.001014771,0.001007726,0.001149822,0.000453104,0.00033761,0.000595451,0.000471309,0.000691802,0.000357313,0.000701836,0.000838022,0.000454287,0.000344116,0.000455996,0.000236155,0.000343289,0.000562556,0.000115754,0.000347102,0.000563253,0.000464414,0.000113585,0.000797448,0.000563634,0.000571102,0.000226014,0.000236686,0.000570711,0.000117041,0,0.000118441,0.000693481,0.000949555,0.000114929,0.000363857,0,0.000111607,0.000828598,0.000673779,0.000345543,0.001043115,0.000346661,0.000809061,0.00055816,0.000450603,0.000823045,0.000813953,0.000685793,0.00034118,0,0.000692601,0.000899078,0.000455425,0.00091439,0.000568634,0.00044341,0.000455633,0.000454804,0.0002297,0.000332705,0.000457404,0.000346941,0.001184975,0.00034455,0.000233563,0.000456048,0.000690369,0.000559034,0.000345503,0.000458295,0.000343721,0.000350345,0.000810654,0.000822368,0.000580923,0.000461681,0.000915751,0.000343053,0.001045418,0.000113753,0.000227998,0.000470533,0.0005978,0.000589414,0.000354191
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__;g__;s__,0.000231401,0,0,0.000561861,0,0.000118371,0,0.000343997,0.000583635,0.000230627,0,0.000563761,0.000671817,0.000344947,0.000113276,0.000112537,0.00023818,0.000117827,0.000230601,0,0.000116973,0.000119717,0.000227144,0.000344116,0.000341997,0,0.000457718,0.000450045,0,0,0,0.000232207,0.000227169,0.000227842,0.000112727,0.000571102,0,0.000591716,0.000456569,0,0,0.000118441,0.000346741,0.000237389,0,0.000121286,0,0,0,0.000224593,0.000230362,0,0.000231107,0.00023116,0.000111632,0.000112651,0.000352734,0.000116279,0.000114299,0.000227454,0,0.000115433,0.000112385,0,0,0.000227454,0.000110852,0,0,0.00011485,0.000110902,0,0.000231294,0,0,0,0.000114012,0.000115062,0.000111807,0,0.000343721,0,0.000350345,0.000463231,0.000234962,0.000348554,0.00011542,0.000228938,0.000114351,0,0.000113753,0.000113999,0,0.00011956,0.000353648,0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__MVP-88;f__;g__;s__,0,0,0,0,0,0,0.000224947,0.000229331,0,0,0.000111049,0.000112752,0,0,0,0.000225073,0,0.000235655,0,0,0.000116973,0,0.000113572,0,0,0,0.00011443,0,0.000115754,0.000231401,0,0,0,0,0,0.00011422,0,0,0.000342427,0.000117041,0.000348513,0,0,0,0.000229859,0,0,0,0.000118371,0.000449186,0,0,0.000115554,0,0,0,0.000235156,0.000116279,0,0.000113727,0,0.000115433,0,0.000113856,0.000114299,0.000113727,0.000110852,0.000113908,0,0,0,0,0,0,0.00011485,0,0,0,0,0,0,0,0.000116782,0,0.000117481,0.000116185,0,0,0,0,0.000113753,0.000113999,0.0003529,0.00011956,0,0.000118064
k__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__;f__;g__;s__,0,0,0,0,0,0,0.000449893,0,0,0,0,0,0,0.000114982,0,0,0,0.000117827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113921,0.000225454,0,0.000339021,0,0,0,0,0,0,0.000118694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114574,0,0,0,0,0,0,0,0,0,0,0,0,0.00011956,0.000117883,0
k__Bacteria;p__FBP;c__;o__;f__;g__;s__,0.000115701,0.000115194,0,0,0.000114548,0.000118371,0,0,0.000116727,0.000230627,0.000222099,0.000225505,0,0,0,0.000112537,0.00011909,0.000235655,0,0.000119104,0,0,0,0,0.000227998,0.000236155,0.000228859,0,0.000115754,0,0,0,0,0,0,0,0.000226014,0.001065089,0.000570711,0.000117041,0.000116171,0,0.00023116,0.000118694,0.000229859,0.000606428,0.000110241,0.000111607,0.000118371,0,0.000230362,0.000231803,0.000115554,0.00023116,0.000111632,0.000563253,0.000117578,0.000348837,0.000685793,0.000113727,0.000110632,0,0.000337154,0.000227713,0.000342896,0.00034118,0,0.000455633,0.000113701,0.00011485,0,0.000114351,0.000115647,0,0.00011485,0.000233563,0.000342036,0.000230123,0.000111807,0,0.000572869,0.000343721,0.000233563,0.000115808,0.000352444,0.000348554,0.00023084,0.000114469,0.000114351,0.000116158,0.000341258,0.000113999,0.0003529,0.00023912,0,0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__;g__;s__,0.000347102,0.000691165,0.000222643,0.000224744,0.000229095,0.000118371,0.000112473,0.000343997,0,0.000230627,0.001110494,0.000338257,0.001231665,0.002414626,0.000339828,0.001350439,0.000476361,0.001060445,0.0001153,0.01429252,0.000818809,0.00047887,0.000454287,0.000688231,0.001595987,0.000354233,0.000228859,0.000562556,0,0.000115701,0.000225301,0.000348311,0.000908678,0.000341763,0.000563634,0.000571102,0.000113007,0.000118343,0.000456569,0.000468165,0.000697026,0.000118441,0.00023116,0.000356083,0.000574647,0.000242571,0,0.000111607,0.000118371,0,0.000115181,0.000463607,0.000115554,0,0.000334896,0.001915061,0.000352734,0.000348837,0.000228598,0.000227454,0.00066379,0.000115433,0.000337154,0.000341569,0.00091439,0.000454907,0.00088682,0.000911266,0.000113701,0.000689101,0.00066541,0.000114351,0.000693882,0.000710985,0.000918801,0.000583908,0.000228024,0.000230123,0,0.000806173,0.00091659,0.000572869,0.000116782,0,0.000234962,0.000580923,0.00023084,0.000801282,0.000114351,0.000348473,0.000227505,0.000113999,0,0.00047824,0.000117883,0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other;Other,0.002429712,0.004377376,0.002115106,0.004944376,0.002749141,0.003669508,0.002361939,0.003669304,0.003385082,0.002882841,0.004219878,0.005299357,0.00246333,0.004254341,0.003851382,0.003713707,0.004049065,0.003416991,0.004035513,0.003096713,0.002924319,0.004190111,0.004429302,0.002752925,0.00376197,0.003306175,0.00274631,0.00450045,0.005556199,0.005437927,0.002928917,0.003715314,0.003293957,0.003075871,0.002367264,0.002398629,0.004068256,0.004142012,0.003310124,0.006320225,0.003833643,0.004856094,0.002889505,0.004866469,0.00344788,0.003638569,0.00694521,0.00078125,0.000236742,0,0.000115181,0.000231803,0,0.00011558,0.000334896,0,0.000470312,0.000116279,0.000228598,0.000454907,0.000110632,0.0003463,0.000337154,0.000113856,0.000228598,0.00034118,0.000665115,0.000227816,0.000227402,0,0.000110902,0.000228702,0.000346941,0.000118497,0.00011485,0.000583908,0.000342036,0.000575308,0.000223614,0.000230335,0,0.000687443,0.000700689,0.000810654,0.000234962,0,0.00011542,0.000114469,0.000457404,0.000116158,0.000910022,0.000455996,0.000235266,0.00035868,0.000117883,0.000708383
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__;s__,0.000115701,0.000115194,0,0.000337117,0,0,0,0,0,0,0,0.000112752,0.00011197,0,0.000339828,0.00033761,0,0,0,0.000119104,0,0.000119717,0,0,0.000113999,0,0,0,0,0,0.000112651,0,0.000113585,0,0,0.000228441,0,0,0,0,0.000232342,0,0,0,0,0,0,0.000223214,0,0,0,0,0,0,0.000223264,0,0,0,0,0,0,0,0,0,0,0,0.000110852,0,0.000113701,0,0,0,0.000115647,0.000118497,0,0.000116782,0,0,0.000111807,0.000115168,0.000114574,0,0,0.000115808,0,0,0,0,0.000114351,0,0.000227505,0.000113999,0,0,0.000117883,0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118064
