# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,M.T1.R1.S1.16S.S50,M.T1.R1.S2.16S.S62,M.T1.R1.S3.16S.S74,M.T1.R2.S1.16S.S86,M.T1.R2.S2.16S.S3,M.T1.R2.S3.16S.S15,M.T1.R3.S1.16S.S27,M.T1.R3.S2.16S.S39,M.T1.R3.S3.16S.S51,M.T1.R4.S1.16S.S63,M.T1.R4.S2.16S.S75,M.T1.R4.S3.16S.S87,M.T2.R1.S1.16S.S53,M.T2.R1.S2.16S.S65,M.T2.R1.S3.16S.S77,M.T2.R2.S1.16S.S89,M.T2.R2.S2.16S.S6,M.T2.R2.S3.16S.S18,M.T2.R3.S1.16S.S30,M.T2.R3.S2.16S.S42,M.T2.R3.S3.16S.S54,M.T2.R4.S1.16S.S66,M.T2.R4.S2.16S.S78,M.T2.R4.S3.16S.S90,M.T3.R1.S1.16S.S56,M.T3.R1.S2.16S.S68,M.T3.R1.S3.16S.S80,M.T3.R2.S1.16S.S92,M.T3.R2.S2.16S.S9,M.T3.R2.S3.16S.S21,M.T3.R3.S1.16S.S33,M.T3.R3.S2.16S.S45,M.T3.R3.S3.16S.S57,M.T3.R4.S1.16S.S69,M.T3.R4.S2.16S.S81,M.T3.R4.S3.16S.S93,M.T4.R1.S1.16S.S59,M.T4.R1.S2.16S.S71,M.T4.R1.S3.16S.S83,M.T4.R2.S1.16S.S95,M.T4.R2.S2.16S.S12,M.T4.R2.S3.16S.S24,M.T4.R3.S1.16S.S36,M.T4.R3.S2.16S.S48,M.T4.R3.S3.16S.S60,M.T4.R4.S1.16S.S72,M.T4.R4.S2.16S.S193,M.T4.R4.S3.16S.S203,U.T1.R1.S1.16S.S1,U.T1.R1.S2.16S.S13,U.T1.R1.S3.16S.S25,U.T1.R2.S1.16S.S37,U.T1.R2.S2.16S.S49,U.T1.R2.S3.16S.S61,U.T1.R3.S1.16S.S73,U.T1.R3.S2.16S.S85,U.T1.R3.S3.16S.S2,U.T1.R4.S1.16S.S14,U.T1.R4.S2.16S.S26,U.T1.R4.S3.16S.S38,U.T2.R1.S1.16S.S4,U.T2.R1.S2.16S.S16,U.T2.R1.S3.16S.S28,U.T2.R2.S1.16S.S40,U.T2.R2.S2.16S.S52,U.T2.R2.S3.16S.S64,U.T2.R3.S1.16S.S76,U.T2.R3.S2.16S.S88,U.T2.R3.S3.16S.S5,U.T2.R4.S1.16S.S17,U.T2.R4.S2.16S.S29,U.T2.R4.S3.16S.S41,U.T3.R1.S1.16S.S7,U.T3.R1.S2.16S.S19,U.T3.R1.S3.16S.S31,U.T3.R2.S1.16S.S43,U.T3.R2.S2.16S.S55,U.T3.R2.S3.16S.S67,U.T3.R3.S1.16S.S79,U.T3.R3.S2.16S.S91,U.T3.R3.S3.16S.S8,U.T3.R4.S1.16S.S20,U.T3.R4.S2.16S.S32,U.T3.R4.S3.16S.S44,U.T4.R1.S1.16S.S10,U.T4.R1.S2.16S.S22,U.T4.R1.S3.16S.S34,U.T4.R2.S1.16S.S46,U.T4.R2.S2.16S.S58,U.T4.R2.S3.16S.S70,U.T4.R3.S1.16S.S82,U.T4.R3.S2.16S.S94,U.T4.R3.S3.16S.S11,U.T4.R4.S1.16S.S23,U.T4.R4.S2.16S.S35,U.T4.R4.S3.16S.S47
Unassigned;Other;Other;Other;Other;Other;Other,0.006363531,0.005759705,0.004341534,0.003933026,0.004238259,0.006036932,0.005736138,0.00538929,0.006653438,0.004843173,0.00388673,0.006088623,0.005598477,0.006553984,0.006456729,0.004388926,0.009527212,0.004830918,0.004381414,0.00714626,0.006550474,0.006704178,0.005678592,0.006308786,0.004901961,0.004959263,0.006751345,0.005850585,0.005903461,0.006942034,0.005294582,0.005456868,0.00647433,0.006151743,0.007101792,0.006510565,0.004068256,0.006508876,0.006620249,0.005032772,0.005924721,0.007106479,0.005894591,0.005103858,0.007010688,0.008368708,0.002866277,0.004799107,0.008522727,0.004267266,0.00552868,0.006026889,0.004159926,0.006472492,0.006139763,0.004843979,0.008230453,0.006860465,0.006057835,0.005231434,0.005420954,0.005425372,0.006181164,0.007628373,0.005143445,0.008074605,0.006651147,0.004670236,0.008527572,0.005397956,0.002661639,0.004688393,0.008095293,0.008768811,0.008154359,0.007123672,0.006954737,0.00736394,0.006037567,0.006334216,0.004124656,0.006759853,0.006539764,0.007874928,0.007283835,0.007435808,0.005309326,0.007326007,0.005145798,0.005924033,0.008190195,0.006497948,0.008940125,0.006695361,0.006601438,0.003541913
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424;g__;s__,0.007173435,0.007487617,0.005454748,0.002022699,0.00744559,0.002840909,0.003486672,0.003898635,0.008521069,0.002882841,0.00377568,0.001691284,0.008733624,0.008048752,0.006796556,0.005626829,0.012028105,0.006951809,0.004150813,0.006550738,0.004211019,0.001077457,0.002044293,0.005047029,0.006725946,0.010508915,0.006865774,0.00990099,0.013543234,0.012379961,0.008786752,0.010565424,0.005906406,0.005354295,0.008229061,0.007995431,0.008023505,0.006390533,0.006848533,0.009129213,0.013127323,0.008646216,0.007165973,0.007952522,0.005516607,0.00582171,0.010693419,0.008370536,0.002249053,0.004379562,0.002994702,0.005099675,0.004853247,0.003120666,0.002567537,0.002140363,0.002821869,0.002093023,0.002514573,0.003752985,0.002212634,0.001500635,0.002022927,0.002732552,0.005486341,0.003525532,0.002217049,0.002733797,0.002956225,0.003560354,0.010092048,0.003773585,0.002775529,0.003199431,0.002641553,0.001634941,0.002280242,0.001380739,0.00245975,0.003339859,0.004926673,0.002978918,0.001284597,0.001505501,0.003994361,0.003136982,0.002308403,0.005952381,0.004574042,0.00325241,0.002047549,0.001937984,0.001764498,0.003825921,0.004243782,0.004368359
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__,0.000115701,0.000115194,0.000111321,0.000561861,0.000114548,0.000591856,0.000224947,0,0,0.000230627,0.000333148,0.000563761,0.00011197,0.000574911,0.000113276,0.000112537,0.00011909,0,0.000230601,0.000119104,0.000350918,0.00095774,0.000681431,0,0,0,0,0,0,0,0.000112651,0,0.000113585,0.000113921,0.000112727,0,0,0,0.000114142,0,0,0,0.00011558,0,0.000114929,0,0,0,0.002130682,0.002358226,0.000691085,0.001506722,0.001039982,0.001733703,0.001116321,0.000675904,0.002351558,0.002790698,0.001714482,0.002729444,0.000885054,0.001731502,0.000674309,0.001252419,0.00091439,0.000682361,0.001330229,0.000797357,0.00113701,0.0004594,0.00066541,0.00102916,0.000693882,0.000592487,0.001033651,0.001167815,0.001368145,0.001840985,0.000894454,0.000575838,0.000343721,0.001489459,0.001751723,0.001158078,0.00093985,0.000929476,0.00011542,0.000343407,0.000571755,0.000116158,0.000910022,0.001595987,0.001882132,0,0.000943063,0.000118064
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter;s__modestum,0,0,0,0.000224744,0.000229095,0,0,0.000114666,0,0.000461255,0,0.000225505,0,0,0,0.00033761,0.00023818,0,0.000230601,0.000476417,0,0.000119717,0.000227144,0,0,0.000118078,0.000228859,0,0,0,0.000112651,0,0.000113585,0,0,0,0,0,0,0,0,0,0.00011558,0,0,0,0,0,0,0.000224593,0.000115181,0.000579509,0.000462214,0.00023116,0.000223264,0.000901205,0,0.000348837,0.000342896,0.000227454,0,0.0003463,0.00022477,0,0.000571494,0.00034118,0,0,0,0.0002297,0.000110902,0.000457404,0.000809529,0.000236995,0.00011485,0.000350345,0.000228024,0.000345185,0.000111807,0.000115168,0,0.000114574,0.000467126,0.000810654,0.000352444,0.000348554,0.00023084,0.000114469,0.000571755,0.000232315,0.000113753,0.000227998,0.0003529,0.00011956,0,0.000118064
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__,0,0,0,0,0,0,0,0,0,0.000115314,0,0,0,0,0,0,0,0,0,0,0,0,0.000113572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113727,0,0,0.000113701,0,0,0.000114351,0.000115647,0.000118497,0,0,0,0,0,0,0.000114574,0,0.000116782,0,0,0,0.00011542,0,0,0,0,0,0.000117633,0,0,0
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__;s__,0.001157006,0.001843106,0.005566069,0.005730981,0.001832761,0.006155303,0.004948825,0.004013301,0.003501809,0.012453875,0.003331483,0.017476604,0.001119695,0.001264804,0.003171726,0.002138195,0,0.001885236,0.002997809,0.002382087,0.00339221,0.012570334,0.006246451,0.00286763,0.001709986,0.000236155,0.000457718,0.000225023,0.000115754,0.000115701,0.00168976,0.000580518,0.001476602,0.004101162,0.000676361,0.001027984,0.001130071,0.001420118,0.001369707,0.00093633,0,0.000355324,0.001733703,0.002136499,0.002183657,0.002183141,0.000220483,0.003013393,0.011482008,0.012352611,0.007947478,0.007765415,0.005777675,0.008899676,0.009488725,0.01002591,0.011522634,0.009651163,0.009829695,0.014102127,0.010841907,0.014198315,0.01168802,0.012182626,0.007086524,0.006937337,0.010641836,0.009682196,0.008868675,0.005053405,0.002772541,0.005717553,0.00902047,0.009953786,0.013782014,0.013663436,0.011059172,0.015878495,0.010733453,0.005643211,0.004582951,0.008707608,0.015298377,0.015055009,0.010220865,0.009062391,0.009810711,0.006410256,0.003316181,0.009292601,0.009441474,0.011057912,0.011057523,0.005380201,0.005540493,0.005430933
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus Koribacter;s__,0.000578503,0.000345582,0.00244907,0.000449489,0.001145475,0.001183712,0.002586886,0.002293315,0.000817089,0.002882841,0.001221544,0.004397339,0.000223939,0.000574911,0.001246035,0.000225073,0.000595451,0.000942618,0.002306007,0.000119104,0.0012867,0.002753502,0.001362862,0.000917642,0.000455996,0.000354233,0.000572148,0,0,0.000115701,0.001239157,0.000348311,0.000567924,0.001367054,0.000225454,0.000228441,0.000339021,0.000236686,0.000342427,0.000351124,0.000116171,0.000473765,0.001040222,0.000712166,0.001034364,0.000727714,0,0.000446429,0.002367424,0.002358226,0.002188436,0.002318034,0.001617749,0.002311604,0.002344273,0.001351808,0.002469136,0.002325581,0.002171677,0.002729444,0.002544529,0.002885836,0.003259159,0.003415689,0.002857469,0.002274537,0.003658131,0.002847705,0.002615122,0.000574251,0.000554508,0.001372213,0.002428588,0.001540467,0.004364305,0.003386664,0.002394254,0.003566908,0.001453488,0.001497178,0.001145738,0.002635197,0.003269882,0.002547771,0.00199718,0.002556059,0.002423823,0.001945971,0.001372213,0.001626205,0.003753839,0.002279982,0.001529232,0.00095648,0.001178828,0.000826446
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus Koribacter;s__versatilis,0.000115701,0,0.000222643,0,0.000114548,0,0,0,0,0,0.000111049,0.000112752,0,0,0,0.000112537,0,0.000117827,0,0,0.000116973,0,0,0,0,0.000118078,0,0.000337534,0,0.000115701,0,0,0,0.000113921,0.000338181,0,0,0.000236686,0,0,0.000232342,0,0,0,0.000229859,0,0,0.000223214,0,0,0,0,0,0,0.000111632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115647,0,0,0,0.000114012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113753,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__BPC102;o__;f__;g__;s__,0,0,0.000111321,0,0.000229095,0,0,0,0,0,0,0,0.000223939,0.000114982,0,0,0,0,0,0.000119104,0,0,0,0,0,0,0,0,0.000115754,0,0.000225301,0.000116104,0,0,0.000112727,0,0,0,0,0.000234082,0.000232342,0,0,0,0,0,0,0,0.000118371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113753,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__;g__;s__,0.000115701,0.000230388,0.000667928,0.000112372,0.000229095,0,0.00033742,0,0.000116727,0,0.000111049,0,0.000447878,0.000574911,0.000226552,0.000562683,0.00011909,0,0.000230601,0.000238209,0.000467891,0.000239435,0,0.000344116,0.000227998,0.000118078,0.000228859,0.000450045,0.000810279,0.000231401,0.000450603,0.000232207,0,0,0.000112727,0.000456882,0.000113007,0.00035503,0.000228284,0.000234082,0.000116171,0.000355324,0.00011558,0,0.000229859,0.000485143,0,0.000334821,0,0,0,0,0.000115554,0,0,0,0,0,0,0,0,0,0,0,0,0.000113727,0,0,0,0,0.000110902,0.000114351,0,0.000118497,0,0,0.000114012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035868,0,0.000236128
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__;s__,0.000347102,0.000345582,0.000333964,0.000561861,0.000572738,0.00094697,0.000562366,0.000229331,0.000700362,0.001037823,0.000333148,0.001127523,0.000447878,0.00160975,0.000453104,0.000112537,0.00023818,0,0.000461201,0.000119104,0.000116973,0.000598587,0.000227144,0.001261757,0.000227998,0.000236155,0.00011443,0.000225023,0.000115754,0.000231401,0.000450603,0.000116104,0.000340754,0.000227842,0,0.000456882,0.000113007,0.000236686,0.000114142,0.000117041,0,0.000118441,0.000346741,0.000474777,0.000229859,0.000363857,0,0,0.001302083,0.000898372,0.000921447,0.000463607,0.000693321,0.000924642,0.00055816,0.000675904,0.001058201,0.000697674,0.001028689,0.000909815,0.000331895,0.001500635,0.000786694,0.001252419,0.001257287,0.000682361,0.000665115,0.000455633,0.000795907,0.0004594,0.00066541,0.000686106,0.00115647,0.001895959,0.002526703,0.000467126,0.000456048,0.001380739,0.000447227,0.000345503,0.000687443,0.001031164,0.00233563,0.000926462,0.000469925,0.000697107,0.000461681,0.000343407,0.000457404,0.00046463,0.001365032,0.00125399,0.001411599,0.00155428,0.000707297,0.001416765
k__Bacteria;p__Acidobacteria;c__EC1113;o__;f__;g__;s__,0.000347102,0,0,0.000112372,0.000114548,0.000473485,0.000112473,0.000458663,0.000350181,0.000345941,0.000111049,0.000451009,0.000895756,0,0,0.00033761,0.00011909,0.000117827,0,0.000119104,0.000116973,0.000119717,0.000113572,0.00022941,0.000113999,0,0.00011443,0.000112511,0.000231508,0.000347102,0.000450603,0.000464414,0.000454339,0.000455685,0.000112727,0.000228441,0,0,0.000114142,0,0,0,0.00023116,0.000356083,0.000229859,0,0.00077169,0.000111607,0.000118371,0.000561482,0.000345543,0.000463607,0.000115554,0,0.000334896,0,0.000117578,0.000232558,0,0.000227454,0.000774422,0.0003463,0.000112385,0.000683138,0.000228598,0.00034118,0.000110852,0.000113908,0,0.00011485,0.000443607,0.000457404,0.000578235,0,0.0002297,0,0.000342036,0.000115062,0.000223614,0.000230335,0,0.000114574,0.000233563,0.000347423,0.000117481,0.000116185,0.00034626,0.000114469,0.000228702,0,0.000227505,0.000455996,0,0.00011956,0.000235766,0.000236128
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__;g__;s__,0.001041305,0.000691165,0.000222643,0.000112372,0.000229095,0.000828598,0.000562366,0.000458663,0.000466908,0,0.000444198,0.000451009,0.001903482,0.000919857,0.000339828,0.001237902,0.001309992,0.000353482,0.000461201,0.000714626,0.000584864,0.00095774,0.000454287,0.000458821,0.000797994,0.000944622,0.000572148,0.001237624,0.000578771,0.00196691,0.001126507,0.001044932,0.000908678,0.000683527,0.000338181,0.001027984,0.001017064,0.000591716,0.000913138,0.001287453,0.001277881,0.001184413,0.000346741,0.000593472,0.000689576,0.000727714,0.003748209,0.001116071,0.000118371,0,0.000230362,0.000347705,0.000231107,0,0.000223264,0.000112651,0.000352734,0.000232558,0,0.00034118,0.000110632,0.000230867,0.00022477,0.000113856,0.000114299,0.000113727,0,0,0,0.0002297,0.000776311,0,0.000578235,0.00047399,0.00011485,0,0.000342036,0.000115062,0.000111807,0.000230335,0.000114574,0.000572869,0.000700689,0.000115808,0.000234962,0.000232369,0,0,0.000228702,0.000116158,0.000227505,0.000227998,0.000235266,0.00047824,0.000117883,0.000472255
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__;g__;s__,0.000347102,0.001036747,0.001335857,0.000337117,0.001030928,0.000236742,0.000899786,0.000343997,0.000350181,0.000230627,0.001110494,0.000112752,0.001567574,0.00103484,0.00056638,0.001350439,0.000595451,0.000824791,0.000922403,0.000476417,0.000116973,0.000239435,0.000227144,0.001147052,0.000797994,0.000826544,0.000343289,0.000787579,0.001157541,0.000462802,0.001239157,0.001277139,0.000681508,0.000455685,0.000789088,0.000913764,0.000452028,0.00035503,0.000798996,0.00093633,0.000697026,0.001421296,0.000462321,0.000356083,0.000689576,0.000121286,0.001102414,0.000558036,0,0,0,0.000115902,0,0,0.000111632,0.000225301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000776311,0.000228702,0,0.000236995,0,0,0,0,0.000223614,0,0.000114574,0,0.000233563,0.000115808,0,0.000116185,0,0,0,0,0,0,0,0,0.000235766,0
k__Bacteria;p__Acidobacteria;c__S035;o__;f__;g__;s__,0.001619808,0.001843106,0.001447178,0.000898977,0.001145475,0.001657197,0.001574626,0.001146657,0.002567993,0.000807196,0.001443642,0.001014771,0.001119695,0.002299644,0.001812415,0.002813414,0.001667262,0.001531754,0.002306007,0.001071939,0.001754591,0.002633784,0.001135718,0.002064694,0.000911993,0.001653088,0.000915437,0.00090009,0.001157541,0.001157006,0.002027712,0.00162545,0.001703771,0.00193666,0.001239995,0.001827527,0.002599164,0.002130178,0.001940418,0.001872659,0.002091078,0.00177662,0.002427184,0.002611276,0.001953798,0.002061856,0.005071106,0.001339286,0.000118371,0,0.000115181,0,0.000231107,0.000462321,0.000446528,0.000563253,0.000117578,0.000465116,0,0.000113727,0,0.000115433,0.000112385,0.000113856,0.000571494,0.000227454,0.000332557,0.000113908,0,0.00034455,0.000221803,0.000686106,0.000578235,0.00047399,0.000918801,0.000116782,0.000456048,0.000575308,0.000111807,0.000115168,0.000229148,0.000343721,0.000700689,0.000810654,0.000469925,0.000232369,0.00023084,0.000457875,0.000571755,0,0.001478785,0.000227998,0.0003529,0.00011956,0.000353648,0.00094451
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99;f__;g__;s__,0,0,0,0,0,0,0,0,0.000116727,0,0.000111049,0,0.00011197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118694,0,0,0,0,0,0,0,0.000115902,0,0,0,0,0.000117578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113753,0,0,0.00011956,0.000117883,0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__;s__,0.005090825,0.004377376,0.005566069,0.003708282,0.002520046,0.004971591,0.005736138,0.00538929,0.006886892,0.010032288,0.006996113,0.006314128,0.004254843,0.006783948,0.005097417,0.004951609,0.004525426,0.005066572,0.005419117,0.005478799,0.005731665,0.006584461,0.006360023,0.005620555,0.005471956,0.005549652,0.005607049,0.003487849,0.005671953,0.004975124,0.004506027,0.005805178,0.005679237,0.006721349,0.005185436,0.004340377,0.004746299,0.007100592,0.005250542,0.005383895,0.005111524,0.005566742,0.006472492,0.006884273,0.005286749,0.007155852,0.00617352,0.006919643,0.008877841,0.005165637,0.006680488,0.006490496,0.009359834,0.009593158,0.007144452,0.00675904,0.008583186,0.009767442,0.009258201,0.007847151,0.003318951,0.00600254,0.007642167,0.009222361,0.005829238,0.008074605,0.006429442,0.008998747,0.007390563,0.006316757,0.006986803,0.006861063,0.006591882,0.009361299,0.008958309,0.007240453,0.007752822,0.008744678,0.007826476,0.007485892,0.006072411,0.008134739,0.013663436,0.010654314,0.007753759,0.007668177,0.006694367,0.006181319,0.0053745,0.00557556,0.007848936,0.006839945,0.010822256,0.008130081,0.005894141,0.006021251
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__AKIW659;g__;s__,0,0,0.000111321,0,0,0,0,0,0,0.000115314,0,0,0,0.000114982,0,0,0,0,0.000230601,0,0.000116973,0,0,0.00022941,0,0,0.00011443,0,0,0,0,0,0.000113585,0,0,0,0.000226014,0,0,0,0,0,0.00023116,0,0,0.000363857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223614,0,0,0,0.000116782,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f;g__;s__,0,0,0.000111321,0,0,0,0,0,0,0,0.000333148,0,0.000223939,0.000114982,0,0,0.00011909,0,0,0.000119104,0,0.00047887,0.000113572,0.00022941,0,0,0,0,0,0.000115701,0.000225301,0,0,0,0,0,0,0.000118343,0,0,0,0,0,0,0,0.000363857,0,0,0,0,0,0,0,0,0,0,0.000117578,0,0.000114299,0,0,0,0,0,0,0,0,0,0,0,0.000110902,0,0,0,0,0,0,0.000115062,0,0,0,0.000114574,0.000116782,0.000115808,0,0,0,0,0,0,0,0,0.000117633,0,0,0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__;s__,0.000694203,0.000806359,0.000667928,0.001236094,0.000343643,0.002012311,0.002024519,0.00080266,0.001400724,0.002075646,0.000888395,0.001916789,0.000559848,0.001379786,0.000679656,0.000450146,0.00035727,0.000589136,0.000461201,0.000595522,0.001169727,0.002274632,0.002044293,0.000688231,0.000455996,0.000472311,0.00011443,0.000225023,0.000115754,0.000115701,0.000563253,0.000348311,0.000340754,0.000341763,0.000112727,0.000228441,0.000339021,0.000473373,0.000228284,0.000117041,0.000116171,0.000473765,0.000462321,0.000474777,0.001379152,0.000848999,0.00077169,0.000111607,0.002130682,0.000898372,0.001727713,0.000811312,0.001039982,0.001733703,0.002009377,0.00168976,0.001646091,0.001744186,0.002628872,0.00216081,0.000995685,0.001846935,0.002697235,0.002049414,0.001028689,0.001023541,0.001219377,0.002619888,0.003638431,0.001033651,0.000110902,0.000914808,0.00115647,0.001303472,0.001722752,0.003269882,0.00216623,0.002761477,0.001677102,0.001612346,0.000458295,0.001833181,0.001868504,0.00208454,0.00293703,0.00127803,0.001962142,0.001717033,0.000686106,0.002090835,0.001478785,0.002621979,0.002352664,0.00071736,0.00165036,0.000708383
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter;s__,0.007404836,0.005874899,0.006901926,0.008540285,0.005154639,0.009351326,0.007985603,0.007338608,0.006886892,0.012799815,0.007218212,0.014883301,0.006382264,0.006553984,0.006116901,0.00855278,0.003810885,0.008247909,0.00645682,0.006074321,0.00853901,0.015682988,0.010448609,0.006538197,0.002849977,0.003778486,0.003776176,0.002475248,0.003241116,0.00416522,0.004843979,0.00522466,0.005906406,0.008885851,0.004170894,0.004340377,0.005763363,0.00591716,0.004793973,0.004330524,0.003368959,0.00450077,0.00531669,0.008071217,0.00678083,0.007640995,0.00308676,0.003348214,0.017282197,0.014486244,0.016010136,0.014255911,0.009937601,0.013638465,0.0146238,0.01171567,0.019400353,0.019883721,0.018630701,0.015580575,0.011948224,0.019623687,0.015284334,0.015029033,0.011315579,0.01432958,0.013413147,0.016402779,0.016827743,0.011599862,0.005766885,0.00971984,0.012605528,0.017063633,0.01906512,0.018568259,0.016759777,0.020826142,0.014534884,0.014626281,0.009738772,0.017415215,0.023940208,0.019687319,0.015742481,0.016614384,0.011426593,0.011217949,0.010634648,0.013938901,0.017290411,0.017783858,0.017056817,0.011238642,0.012731345,0.009681228
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae];g__;s__,0.000115701,0.000115194,0,0.000337117,0,0.000118371,0.00033742,0,0,0,0,0,0.000223939,0,0.000113276,0,0.00023818,0,0,0.000119104,0.000116973,0.000359152,0.000227144,0.000114705,0.000113999,0,0,0.000112511,0,0.000115701,0.000112651,0.000464414,0.000227169,0.000113921,0.000112727,0.00011422,0,0.000236686,0,0.000234082,0.000116171,0.000355324,0.00011558,0,0,0,0,0,0.000118371,0.000224593,0.000230362,0.00069541,0.000231107,0.00011558,0.000223264,0,0.000352734,0.000116279,0,0.000454907,0.000331895,0.000115433,0.000112385,0.000227713,0.001485884,0.000113727,0.000110852,0.000455633,0,0,0.001109016,0,0,0,0,0.000116782,0,0,0.000223614,0,0,0,0,0,0,0,0,0.000228938,0.000114351,0,0,0,0,0.00023912,0,0.000118064
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__;s__,0.004280921,0.003571017,0.004452855,0.003034049,0.004810997,0.003314394,0.002249466,0.007453274,0.004435625,0.003344096,0.003109384,0.003495321,0.005486508,0.003334483,0.006343453,0.003713707,0.004644516,0.005891363,0.004842615,0.003692234,0.00339221,0.003591524,0.002952868,0.003785272,0.003875969,0.004841186,0.003204028,0.004162916,0.004051395,0.004280921,0.003041568,0.003831418,0.003861881,0.002392344,0.004959982,0.003426613,0.002825178,0.003550296,0.003424267,0.003277154,0.002788104,0.003316357,0.004507628,0.004985163,0.005171819,0.003395998,0.003968691,0.005133929,0.002604167,0.003368894,0.005643861,0.005331479,0.006470996,0.003467406,0.004688547,0.004280725,0.003644915,0.002674419,0.004914847,0.003298078,0.003318951,0.00300127,0.002697235,0.003871115,0.001485884,0.006027522,0.001773639,0.003986787,0.001478113,0.007809808,0.003770655,0.002401372,0.001503412,0.003910416,0.005283106,0.002685975,0.002850302,0.000575308,0.002236136,0.003109524,0.003437214,0.003551787,0.00233563,0.002200347,0.002467105,0.003136982,0.005193906,0.002289377,0.007775872,0.004065513,0.002843818,0.002279982,0.004117163,0.005499761,0.004361665,0.005430933
k__Bacteria;p__Acidobacteria;c__TM1;o__;f__;g__;s__,0,0.000115194,0,0.000112372,0.000114548,0.000355114,0.000112473,0,0,0.000115314,0,0.000338257,0,0,0,0.000112537,0,0,0,0.000119104,0.000116973,0.000119717,0.000340716,0,0.000227998,0,0,0.000112511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121286,0,0,0.000236742,0.000336889,0.000115181,0.000115902,0.000115554,0.000462321,0.000223264,0,0.000235156,0.000116279,0.000114299,0.00034118,0,0,0.000561924,0.000683138,0,0.000227454,0,0.000113908,0,0,0,0.000228702,0,0,0.00011485,0,0,0.000345185,0.000223614,0,0.000114574,0.000114574,0.000583908,0.000115808,0,0.000348554,0.00011542,0,0,0.000116158,0.000227505,0.000113999,0,0.00023912,0,0.000236128
